n,case,eps,rc to prev,rc to 1
7,ps = ms T = 0,0.05,-0.0010951228033618178,0.10835455816947658
8,ps = ms T = 0,0.05,0.00027533735957989115,0.10865972958700129
9,ps = ms T = 0,0.05,-5.9568867953806215e-05,0.10859368798196382
10,ps = ms T = 0,0.05,1.2541094054986344e-05,0.10860759095967357
2,ps = ms T = 0,0.1,0.3109501999104298,0.3109501999104298
3,ps = ms T = 0,0.1,-0.1703249712732448,0.08766264477003134
4,ps = ms T = 0,0.1,0.10056972902449693,0.19704858222462104
5,ps = ms T = 0,0.1,-0.09911958632726528,0.07839762194087721
6,ps = ms T = 0,0.1,0.1085730847143042,0.19548257830356827
7,ps = ms T = 0,0.1,-0.0650510218043977,0.11771521503556526
8,ps = ms T = 0,0.1,0.03494802693718074,0.15677715647872495
9,ps = ms T = 0,0.1,-0.0146153049400011,0.13987050558916103
10,ps = ms T = 0,0.1,0.006244853737744106,0.14698883017653375
2,ps = ms T = 0,0.15,0.4664252998656447,0.4664252998656447
3,ps = ms T = 0,0.15,-0.3425997895098554,-0.035971699200251776
4,ps = ms T = 0,0.15,0.3829530093701341,0.33320583970898865
5,ps = ms T = 0,0.15,-0.4505459461290444,-0.2674646467274648
6,ps = ms T = 0,0.15,1.2137487745910813,0.6216492406517197
7,ps = ms T = 0,0.15,-0.546245667693586,-0.26416963157287565
8,ps = ms T = 0,0.15,0.907015962868057,0.40324025855360973
9,ps = ms T = 0,0.15,-0.30878459195343744,-0.03005871209650268
10,ps = ms T = 0,0.15,0.2821328606927923,0.24359359816376228
