n,case,eps,rc to prev,rc to 1
2,1,0.05,-0.16520000900034568,-0.16520000900034568
3,1,0.05,0.010150426898597865,-0.15672643271675352
4,1,0.05,-0.0001232325551284606,-0.15683035147312213
5,1,0.05,0.0013340223448812878,-0.15570554432146158
6,1,0.05,-0.00040402318212787804,-0.15604665885409774
7,1,0.05,5.383024128179246e-05,-0.15600122864211327
8,1,0.05,-1.1909169292316716e-06,-0.15600223377453834
9,1,0.05,-1.0191221644816789e-06,-0.15600309391136868
10,1,0.05,3.088007804152214e-07,-0.1560028332844654
2,1,0.1,-0.33040001800069135,-0.33040001800069135
3,1,0.1,0.05061873662715193,-0.29650571286632266
4,1,0.1,-0.0011817438551433492,-0.29733706291727136
5,1,0.1,0.025612443003308626,-0.27934014849070254
6,1,0.1,-0.015146764484655663,-0.29025581353506075
7,1,0.1,0.004096593705802386,-0.2873482799680587
8,1,0.1,-0.00018053271576185778,-0.2874769369184684
9,1,0.1,-0.00030903565084759564,-0.2876971319470117
10,1,0.1,0.0001873374100436081,-0.28756369097254403
2,1,0.15,-0.49560002700103695,-0.49560002700103695
3,1,0.15,0.15119387516796365,-0.4193378404487075
4,1,0.15,-0.004832080713026128,-0.4221436468706594
5,1,0.15,0.15766786813212053,-0.33103426758615445
6,1,0.15,-0.12390893496367635,-0.41392509901674973
7,1,0.15,0.05650920126603278,-0.38080647448011706
8,1,0.15,-0.0035501414711904653,-0.3830046990937578
9,1,0.15,-0.009146516569842214,-0.38864805683701154
10,1,0.15,0.00839110661899653,-0.3835181375002002
2,T = 0,0.05,-0.12146565085417815,-0.12146565085417815
3,T = 0,0.05,0.025832724572396867,-0.0987707149853042
4,T = 0,0.05,-0.0049351835431939535,-0.10321844692135318
5,T = 0,0.05,0.0015756041616300997,-0.10180547417424936
6,T = 0,0.05,-0.0003289364175095165,-0.10210092306380114
7,T = 0,0.05,4.186181769540639e-05,-0.10206333537633355
8,T = 0,0.05,-1.8458077388920075e-06,-0.10206499279477815
9,T = 0,0.05,-6.145126600261351e-07,-0.10206554458720796
10,T = 0,0.05,2.622497171697148e-07,-0.102065309104151
2,T = 0,0.1,-0.2429313017083561,-0.2429313017083561
3,T = 0,0.1,0.11990951901768405,-0.15215155823286095
4,T = 0,0.1,-0.0419672358118975,-0.1877334137212523
5,T = 0,0.1,0.027832689828144387,-0.16512584976759023
