n,case,eps,rc to prev,rc to 1
6,T = 0,0.1,-0.011324298953352626,-0.17458021423324827
7,T = 0,0.1,0.0029144103877885527,-0.17217460223532347
8,T = 0,0.1,-0.0002562733174002816,-0.1723867517962368
9,T = 0,0.1,-0.00017068221457923892,-0.17252801065825535
10,T = 0,0.1,0.00014570562717204465,-0.172407443333081
2,T = 0,0.15,-0.36439695256253424,-0.36439695256253424
3,T = 0,0.15,0.32135532333167394,-0.16014252974267015
4,T = 0,0.15,-0.14298707402879426,-0.28023129201599084
5,T = 0,0.15,0.15901051441369005,-0.1657804995005765
6,T = 0,0.15,-0.08606137847186476,-0.23757457966166737
7,T = 0,0.15,0.03593980923629547,-0.2101731554978053
8,T = 0,0.15,-0.0045893276021807036,-0.21379792963622252
9,T = 0,0.15,-0.0046048086975658915,-0.21741823976787794
10,T = 0,0.15,0.005922720469722745,-0.2127832267573195
2,sig = 0,0.05,-0.7664136539325541,-0.7664136539325541
3,sig = 0,0.05,-0.800674436957545,-0.9534402700510767
4,sig = 0,0.05,1.2802957659960572,-0.8938300449315502
5,sig = 0,0.05,-0.026717429714423674,-0.896666633243875
6,sig = 0,0.05,-0.009376230236683509,-0.8976355106817121
7,sig = 0,0.05,0.0014970126409520716,-0.8974822697472181
8,sig = 0,0.05,7.766271296035542e-05,-0.8974743079421601
9,sig = 0,0.05,-4.973318429811642e-05,-0.8974794068712985
10,sig = 0,0.05,5.913717997804645e-06,-0.8974788005934218
2,sig = 0,0.1,-1.5328273078651082,-1.5328273078651082
3,sig = 0,0.1,1.404031763070751,-2.280933772339198
4,sig = 0,0.1,-0.3722923161635013,-1.804051971382987
5,sig = 0,0.1,0.05644586993441893,-1.8494373843801843
6,sig = 0,0.1,0.036499544970474446,-1.880441462390971
7,sig = 0,0.1,-0.011139207121149715,-1.8706340425833499
8,sig = 0,0.1,-0.0011705389378017272,-1.8696149315359305
9,sig = 0,0.1,0.0015010389220458283,-1.870920257395358
10,sig = 0,0.1,-0.00035642100438936826,-1.8706098431224742
2,sig = 0,0.15,-2.2992409617976617,-2.2992409617976617
3,sig = 0,0.15,1.295556093565377,-3.982480506864363
4,sig = 0,0.15,-0.53964345266395,-2.373004428637151
5,sig = 0,0.15,0.16734370880826283,-2.602768081935462
6,sig = 0,0.15,0.1468941265102459,-2.8382052993298736
7,sig = 0,0.15,-0.06077266847555483,-2.726492658083691
8,sig = 0,0.15,-0.01008545711459807,-2.7090801904219197
9,sig = 0,0.15,0.019574315040604615,-2.7425342644988953
10,sig = 0,0.15,-0.006848282808970294,-2.7306008970512856
2,ps = ms,0.05,-0.16514883731820956,-0.16514883731820956
3,ps = ms,0.05,0.010275073767249138,-0.15657068003698046
4,ps = ms,0.05,-0.00015180522122998206,-0.1566987170114893
5,ps = ms,0.05,0.001334028096760033,-0.15557372940594882
6,ps = ms,0.05,-0.0004034070081704367,-0.1559143768813897
7,ps = ms,0.05,5.381754458040769e-05,-0.15586895026573783
8,ps = ms,0.05,-1.2227737912077173e-06,-0.1558699824470618
9,ps = ms,0.05,-1.011420320031092e-06,-0.1558708362173143
10,ps = ms,0.05,3.084411096298796e-07,-0.15587057585317834
2,ps = ms,0.1,-0.3302976746364193,-0.3302976746364193
3,ps = ms,0.1,0.051235642800386845,-0.2959850455115024
4,ps = ms,0.1,-0.0014549347134462944,-0.29700934130757306
5,ps = ms,0.1,0.025604610055737876,-0.27900953961892716
6,ps = ms,0.1,-0.015119089382052689,-0.2899102588330359
7,ps = ms,0.1,0.004094276023405433,-0.2870029554313098
8,ps = ms,0.1,-0.00018530120213070128,-0.287135074640784
9,ps = ms,0.1,-0.0003066011201691644,-0.2873536398254285
10,ps = ms,0.1,0.00018705832940665138,-0.2872203333878365
2,ps = ms,0.15,-0.4954465119546288,-0.4954465119546288
3,ps = ms,0.15,0.15301334221302706,-0.41824309642356594
4,ps = ms,0.15,-0.005942341707483039,-0.4217000947353044
5,ps = ms,0.15,0.15757221334328478,-0.33057609868653437
6,ps = ms,0.15,-0.12365458772792845,-0.4133534352186724
7,ps = ms,0.15,0.05644966628693917,-0.38023743240838725
8,ps = ms,0.15,-0.0036423312308084856,-0.3824948129640122
9,ps = ms,0.15,-0.009071319147380968,-0.38809639959077885
10,ps = ms,0.15,0.008375089285177465,-0.38297165230343005
2,ps = ms T = 0,0.05,-0.1214919210604774,-0.1214919210604774
3,ps = ms T = 0,0.05,0.025872002035750116,-0.09876315825373115
4,ps = ms T = 0,0.05,-0.004945699799982115,-0.10322040512169219
5,ps = ms T = 0,0.05,0.0015782301379834711,-0.10180508053792664
6,ps = ms T = 0,0.05,-0.000329676729144783,-0.10210119450110935
7,ps = ms T = 0,0.05,4.205726030700059e-05,-0.10206343133731714
8,ps = ms T = 0,0.05,-1.8833923692688432e-06,-0.10206512250419865
9,ps = ms T = 0,0.05,-6.112764228963705e-07,-0.10206567139061856
10,ps = ms T = 0,0.05,2.632601902047629e-07,-0.10206543500025642
2,ps = ms T = 0,0.1,-0.24298384212095472,-0.24298384212095472
3,ps = ms T = 0,0.1,0.12009657955215183,-0.15206879089396963
4,ps = ms T = 0,0.1,-0.042052910142654394,-0.1877267658376578
5,ps = ms T = 0,0.1,0.027878788057815972,-0.16508157249740915
6,ps = ms T = 0,0.1,-0.011349188746730897,-0.1745572193192598
7,ps = ms T = 0,0.1,0.002927934605846116,-0.17214037683655883
8,ps = ms T = 0,0.1,-0.0002614807568404051,-0.1723568461973812
9,ps = ms T = 0,0.1,-0.00016977718341285725,-0.17249736112090475
10,ps = ms T = 0,0.1,0.00014626160659045383,-0.17237632925548446
2,ps = ms T = 0,0.15,-0.36447576318143216,-0.36447576318143216
3,ps = ms T = 0,0.15,0.3218742156628637,-0.15991689792071553
4,ps = ms T = 0,0.15,-0.14325447701195382,-0.28026256335566324
5,ps = ms T = 0,0.15,0.15928210128891704,-0.1656212720706545
6,ps = ms T = 0,0.15,-0.0862386475647563,-0.23757696512408302
7,ps = ms T = 0,0.15,0.03610770549317953,-0.21004761871956726
8,ps = ms T = 0,0.15,-0.004682031546863933,-0.21374620068924252
9,ps = ms T = 0,0.15,-0.0045802561524892526,-0.21734744449095367
10,ps = ms T = 0,0.15,0.005945002626553632,-0.21269457299277347
