n,case,eps,rc to prev,rc to 1
2,T = 0,0.1,-1.540256255588625,-1.540256255588625
3,T = 0,0.1,-1.1941030361005767,-0.8951346205179188
4,T = 0,0.1,-3.055219479537824,-1.2155213706406995
5,T = 0,0.1,-1.2858873787364486,-0.9383851602858438
6,T = 0,0.1,-3.512945220356175,-1.1548347169627007
7,T = 0,0.1,-0.8099688715585034,-1.0294234159863418
8,T = 0,0.1,1.9614520831601394,-1.087136036566439
9,T = 0,0.1,-0.26910143962403266,-1.0636876036832779
10,T = 0,0.1,0.14738791170783233,-1.0730743865918324
2,T = 0,0.15,-2.3103843833829374,-2.3103843833829374
3,T = 0,0.15,-1.1077083162131263,-0.8588607044738482
4,T = 0,0.15,-7.661263134645792,-1.9401659861382332
5,T = 0,0.15,-1.4922918778250422,-0.5371639212167768
6,T = 0,0.15,-3.5512871540524764,-2.1808277422316573
7,T = 0,0.15,-1.2097557070297793,-0.7523146420478206
8,T = 0,0.15,-3.9811567237783096,-1.7383888702405772
9,T = 0,0.15,-0.8138769587306386,-1.137431182168624
10,T = 0,0.15,2.6257466685100597,-1.498290650897288
2,sig = 0,0.05,-0.12723336138780283,-0.12723336138780283
3,sig = 0,0.05,0.0060614695237116625,-0.12194311300654272
4,sig = 0,0.05,0.006854841276500614,-0.11592417241446433
5,sig = 0,0.05,-0.0017285572592899976,-0.11745234810400013
6,sig = 0,0.05,8.5801671394949e-05,-0.11737662404038177
7,sig = 0,0.05,4.805373120100999e-05,-0.11733421069392166
8,sig = 0,0.05,-1.45808646372542e-05,-0.11734708072431548
9,sig = 0,0.05,2.1227070329009078e-06,-0.11734520711075612
10,sig = 0,0.05,-1.5603294338150788e-07,-0.11734534483398144
2,sig = 0,0.1,-0.3718936823996449,-0.3718936823996449
3,sig = 0,0.1,0.04923689946151933,-0.34096767478881107
4,sig = 0,0.1,0.10678029856935156,-0.27059600633590636
5,sig = 0,0.1,-0.04899062009095933,-0.30632996028233245
6,sig = 0,0.1,0.005105270487400616,-0.30278858710056783
7,sig = 0,0.1,0.005689915680974988,-0.2988215129493566
8,sig = 0,0.1,-0.0034335925922619253,-0.30122907420834716
9,sig = 0,0.1,0.0010031663676374812,-0.30052809071691006
10,sig = 0,0.1,-0.00014733118170198639,-0.30063114473987207
2,sig = 0,0.15,-0.6592464577138456,-0.6592464577138456
3,sig = 0,0.15,0.2413257932405268,-0.57701383882212
4,sig = 0,0.15,0.6635646033706569,-0.2963351945488432
5,sig = 0,0.15,-0.3038211650563876,-0.51012345555019
6,sig = 0,0.15,0.06487525662290801,-0.47834258901546517
7,sig = 0,0.15,0.10236941842978195,-0.4249408232333926
8,sig = 0,0.15,-0.08453593616637545,-0.47355398909242297
9,sig = 0,0.15,0.040329400711508555,-0.4523227369655561
10,sig = 0,0.15,-0.008548685013865395,-0.45700465737649343
2,ps = ms,0.05,-0.4792808781316366,-0.4792808781316366
3,ps = ms,0.05,0.17608576517432495,-0.3875896531165433
4,ps = ms,0.05,-0.0321247030313156,-0.4072631536434793
5,ps = ms,0.05,0.01504891171100275,-0.3983431091748018
6,ps = ms,0.05,-0.006162306583807077,-0.40205070339432686
7,ps = ms,0.05,0.0018541800732614036,-0.40094199772373995
8,ps = ms,0.05,-0.00043361025268187105,-0.40120175541547803
9,ps = ms,0.05,8.933425339727594e-05,-0.40114826222136246
10,ps = ms,0.05,-1.810743086045464e-05,-0.40115910588779996
2,ps = ms,0.1,-1.1193092716935757,-1.1193092716935757
3,ps = ms,0.1,-3.5895794893597324,-0.6910391571318685
4,ps = ms,0.1,-0.5948372953849135,-0.8748205892833911
5,ps = ms,0.1,1.3313250465908386,-0.7081661044788881
6,ps = ms,0.1,-0.47471881582492287,-0.8467051457782445
7,ps = ms,0.1,0.540503697514489,-0.7638487102614412
8,ps = ms,0.1,-0.16440615309467638,-0.8026734353557039
9,ps = ms,0.1,0.08103692333672825,-0.7866826976643242
10,ps = ms,0.1,-0.03039135273229183,-0.7931656990435086
2,ps = ms,0.15,-1.7783729184100596,-1.7783729184100596
3,ps = ms,0.15,-1.3112758002858838,-0.7577113469010495
4,ps = ms,0.15,-2.711588659593242,-1.4146985109922845
5,ps = ms,0.15,-2.154919452200445,-0.5210566228564503
6,ps = ms,0.15,-2.3266217138898155,-1.6353766838423522
7,ps = ms,0.15,-1.5733451387409125,-0.6357098670496656
8,ps = ms,0.15,-1.9287736770342225,-1.3383430862875678
9,ps = ms,0.15,-1.282988433455919,-0.9042528200408404
10,ps = ms,0.15,-2.7571026129978917,-1.1682376200934188
2,ps = ms T = 0,0.05,-0.772600070095528,-0.772600070095528
3,ps = ms T = 0,0.05,0.7187087810360103,-0.6091657436662108
4,ps = ms T = 0,0.05,-0.10500413944797522,-0.6502049584193298
5,ps = ms T = 0,0.05,0.05047882937611887,-0.6325477141987667
6,ps = ms T = 0,0.05,-0.018728874386300824,-0.639429681902497
7,ps = ms T = 0,0.05,0.005560240813518125,-0.6374248241036681
8,ps = ms T = 0,0.05,-0.0012891603971488385,-0.637892241661423
9,ps = ms T = 0,0.05,0.00026763776654553406,-0.6377953279497324
10,ps = ms T = 0,0.05,-5.478170322258581e-05,-0.6378151701385825
2,ps = ms T = 0,0.1,-1.545200140191056,-1.545200140191056
3,ps = ms T = 0,0.1,-1.1990776552041567,-0.891462834473787
4,ps = ms T = 0,0.1,-3.0248967386720644,-1.2197765524987387
5,ps = ms T = 0,0.1,-1.2854688287579326,-0.9372606449697288
6,ps = ms T = 0,0.1,-3.5101248078358243,-1.157483611489103
7,ps = ms T = 0,0.1,-0.8147571541685861,-1.0291727123640502
8,ps = ms T = 0,0.1,2.0508702326336867,-1.0890021597566655
9,ps = ms T = 0,0.1,-0.27875627131534775,-1.0641922495638845
10,ps = ms T = 0,0.1,0.15826210734607157,-1.0743514502551499
2,ps = ms T = 0,0.15,-2.3178002102865842,-2.3178002102865842
3,ps = ms T = 0,0.15,-1.1161850835825673,-0.8468912724227285
4,ps = ms T = 0,0.15,-7.237071431966497,-1.9549500707569398
5,ps = ms T = 0,0.15,-1.4977084411669146,-0.5247132888913284
6,ps = ms T = 0,0.15,-3.5185459911251984,-2.1970314408978253
7,ps = ms T = 0,0.15,-1.2209715512986732,-0.7354901055515214
8,ps = ms T = 0,0.15,-3.8646652554952867,-1.7577323043612822
9,ps = ms T = 0,0.15,-0.8391497349947111,-1.1218814419595804
10,ps = ms T = 0,0.15,3.204374651774957,-1.5124352450966405
