n,case,eps,rc to prev,rc to 1
2,1,0.05,-0.12619524343629793,-0.12619524343629793
3,1,0.05,0.013829838788205873,-0.11411066452065445
4,1,0.05,-0.0010589824922116987,-0.11504880581696413
5,1,0.05,0.00074372589993849,-0.1143906446936687
6,1,0.05,-0.0003661278195189772,-0.11471489091587263
7,1,0.05,0.0001086048637252742,-0.11461874464724253
8,1,0.05,-2.4396214357601136e-05,-0.11464034459813632
9,1,0.05,4.8601786469935335e-06,-0.11463604159204423
10,1,0.05,-9.716245654933876e-07,-0.11463690183341561
2,1,0.1,-0.34801973949001125,-0.34801973949001125
3,1,0.1,0.1022322601984735,-0.2813663238532855
4,1,0.1,-0.014400632647856642,-0.29171510343185314
5,1,0.1,0.020501003667653395,-0.27719455216956607
6,1,0.1,-0.01979403719948715,-0.2915017900919136
7,1,0.1,0.011975800346781253,-0.2830169569840025
8,1,0.1,-0.0053172214140128566,-0.2868293145738113
9,1,0.1,0.0021298515732519198,-0.28531036686745914
10,1,0.1,-0.000849774509896092,-0.2859176919001822
2,1,0.15,-0.5974916141858457,-0.5974916141858457
3,1,0.15,0.42644857995396357,-0.42584248463583757
4,1,0.15,-0.06962553381304362,-0.4658185081358382
5,1,0.15,0.15750559353089355,-0.3816819352065552
6,1,0.15,-0.20111146851491724,-0.5060327892264667
7,1,0.15,0.22393883509201085,-0.3954143474721918
8,1,0.15,-0.12331368726842605,-0.46996803355498323
9,1,0.15,0.08406350807164614,-0.4254116870655021
10,1,0.15,-0.046507436651415504,-0.45213431662994696
2,T = 0,0.05,-0.5003489942426477,-0.5003489942426477
3,T = 0,0.05,0.18901483750233494,-0.40590754058154344
4,T = 0,0.05,-0.045769097741187655,-0.43309861642396935
5,T = 0,0.05,0.01746575026232031,-0.42319725843506656
6,T = 0,0.05,-0.0054857669055677705,-0.4263614638257842
7,T = 0,0.05,0.001427848076238129,-0.4255423951454518
8,T = 0,0.05,-0.00031896694786813523,-0.4257256281343519
9,T = 0,0.05,6.715983783672666e-05,-0.4256870599606636
10,T = 0,0.05,-1.416688571207218e-05,-0.42569519618644813
2,T = 0,0.1,-1.0006979884852953,-1.0006979884852953
3,T = 0,0.1,-541.2206971933286,-0.6229321738408783
4,T = 0,0.1,-0.5768951675224897,-0.840460780580286
5,T = 0,0.1,0.992995505422843,-0.6820390527578409
6,T = 0,0.1,-0.31844971334121036,-0.7832936252608061
7,T = 0,0.1,0.241895955319077,-0.7308732297195351
8,T = 0,0.1,-0.08714786178561161,-0.7543270522987451
9,T = 0,0.1,0.040189416688326374,-0.74445359983453
10,T = 0,0.1,-0.016301335487355007,-0.7486193474362131
2,T = 0,0.15,-1.5010469827279422,-1.5010469827279422
3,T = 0,0.15,-1.696393975515575,-0.6510738997780046
4,T = 0,0.15,-2.1040531140502527,-1.3852329475235048
5,T = 0,0.15,-2.0818831884886815,-0.5832229504223777
6,T = 0,0.15,-1.844875841228845,-1.3521248603667697
7,T = 0,0.15,-1.695708355667809,-0.7550237924044778
8,T = 0,0.15,-1.6357937395541406,-1.1557543391289484
9,T = 0,0.15,-1.6246467930482833,-0.9027085515597476
10,T = 0,0.15,-1.646037084291115,-1.0628538836768
2,sig = 0,0.05,-0.08097455023746777,-0.08097455023746777
3,sig = 0,0.05,0.0023185684221006288,-0.07884372685054154
4,sig = 0,0.05,0.0024261045358604265,-0.07660890543801735
5,sig = 0,0.05,-0.0004970627129111125,-0.0770678887205583
6,sig = 0,0.05,2.0580947166849234e-05,-0.07704889390353746
7,sig = 0,0.05,9.505331418277267e-06,-0.07704012094739114
8,sig = 0,0.05,-2.2371270412557102e-06,-0.07704218572589457
9,sig = 0,0.05,1.7517031728358744e-07,-0.0770420240510814
10,sig = 0,0.05,2.0741206457825748e-08,-0.07704200490781947
2,sig = 0,0.1,-0.23402762016277875,-0.23402762016277875
3,sig = 0,0.1,0.016079884040820364,-0.22171087311652501
4,sig = 0,0.1,0.03319559243440868,-0.1958751044643694
5,sig = 0,0.1,-0.013197203648631355,-0.20648730446968755
6,sig = 0,0.1,0.0011069290606385684,-0.2056089422070194
7,sig = 0,0.1,0.0010213630958966142,-0.20479758049687938
8,sig = 0,0.1,-0.00048027980218629543,-0.20517950015761638
9,sig = 0,0.1,7.524919346123395e-05,-0.2051196905560568
10,sig = 0,0.1,1.7818565483641237e-05,-0.2051055269292113
2,sig = 0,0.15,-0.4121928456189218,-0.4121928456189218
3,sig = 0,0.15,0.05535868265006601,-0.3796526159001013
4,sig = 0,0.15,0.1650449662068113,-0.2772674028548497
5,sig = 0,0.15,-0.08728405088802191,-0.34035043164249923
6,sig = 0,0.15,0.011872953192120535,-0.3325184431941881
7,sig = 0,0.15,0.01625791568329905,-0.32166658432348205
8,sig = 0,0.15,-0.011295610069185353,-0.32932877408386263
9,sig = 0,0.15,0.0026836963890058112,-0.32752889613666136
10,sig = 0,0.15,0.0009507454476349534,-0.3268895472959973
2,ps = ms,0.05,-0.12645407840124231,-0.12645407840124231
3,ps = ms,0.05,0.013941898134058118,-0.11427519014689053
4,ps = ms,0.05,-0.0010904713629282681,-0.11524104768747043
5,ps = ms,0.05,0.0007517349073103542,-0.11457594349846176
6,ps = ms,0.05,-0.000368116183022746,-0.11490188242249763
7,ps = ms,0.05,0.0001091196270520786,-0.11480530084600307
8,ps = ms,0.05,-2.453214409838271e-05,-0.11482701656991784
9,ps = ms,0.05,4.895153230801987e-06,-0.11482268351252818
10,ps = ms,0.05,-9.80182699009618e-07,-0.11482355114801937
2,ps = ms,0.1,-0.34867535550438,-0.34867535550438
3,ps = ms,0.1,0.10311658978463198,-0.28151297932130387
4,ps = ms,0.1,-0.014826633439215127,-0.2921657230077407
5,ps = ms,0.1,0.020727002134896005,-0.27749444043736954
6,ps = ms,0.1,-0.019902307340711883,-0.29187396813915806
7,ps = ms,0.1,0.012034335641584288,-0.28335214179520146
8,ps = ms,0.1,-0.005347328809560851,-0.28718429353369007
9,ps = ms,0.1,0.002145435990561385,-0.2856549930623998
10,ps = ms,0.1,-0.0008573490523957343,-0.28626743607718136
2,ps = ms,0.15,-0.5985646490503076,-0.5985646490503076
3,ps = ms,0.15,0.4308156876518131,-0.42562000228316893
4,ps = ms,0.15,-0.0716365232309291,-0.4667665883329917
5,ps = ms,0.15,0.1594095429751259,-0.38176409388008675
6,ps = ms,0.15,-0.20213673435010068,-0.5067322810011414
7,ps = ms,0.15,0.22521436716612958,-0.3956413038233333
8,ps = ms,0.15,-0.12398960816498146,-0.4705755017533773
9,ps = ms,0.15,0.08472613857374477,-0.4257194083505986
10,ps = ms,0.15,-0.046920370264623805,-0.45266486634657577
2,ps = ms T = 0,0.05,-0.5006492442141103,-0.5006492442141103
3,ps = ms T = 0,0.05,0.18949768478560913,-0.40602343209674
4,ps = ms T = 0,0.05,-0.045895288361151226,-0.433284157960427
5,ps = ms T = 0,0.05,0.017509821217119574,-0.42336106488540476
6,ps = ms T = 0,0.05,-0.005499355811624238,-0.426532207564436
7,ps = ms T = 0,0.05,0.0014322451055673198,-0.42571086112551965
8,ps = ms T = 0,0.05,-0.00032028775556851026,-0.42589479890485715
9,ps = ms T = 0,0.05,6.752292057591963e-05,-0.4258560336449614
10,ps = ms T = 0,0.05,-1.4258229987418991e-05,-0.42586421992167955
2,ps = ms T = 0,0.1,-1.0012984884282206,-1.0012984884282206
3,ps = ms T = 0,0.1,-291.49528039169377,-0.6227952399587396
4,ps = ms T = 0,0.1,-0.5781629237277944,-0.8408810468682358
5,ps = ms T = 0,0.1,0.9978037567208142,-0.6821115576678783
6,ps = ms T = 0,0.1,-0.3192206831570882,-0.7835881233968809
7,ps = ms T = 0,0.1,0.24289873973529813,-0.7310219513062325
8,ps = ms T = 0,0.1,-0.08753143934808037,-0.754565987061436
9,ps = ms T = 0,0.1,0.04043411267449536,-0.7446420805281245
10,ps = ms T = 0,0.1,-0.01641372113442757,-0.7488334542078035
2,ps = ms T = 0,0.15,-1.50194773264233,-1.50194773264233
3,ps = ms T = 0,0.15,-1.6966553560730477,-0.6503154235859986
4,ps = ms T = 0,0.15,-2.1048672088074345,-1.3863550219055478
5,ps = ms T = 0,0.15,-2.080393662576248,-0.5825844828287385
6,ps = ms T = 0,0.15,-1.8460925368245182,-1.3531721538333508
7,ps = ms T = 0,0.15,-1.6953815510963994,-0.7544105998633083
8,ps = ms T = 0,0.15,-1.6379856915130437,-1.1566825232744808
9,ps = ms T = 0,0.15,-1.6232753012947287,-0.9023436530984795
10,ps = ms T = 0,0.15,-1.6499745255196159,-1.0634741377412946
