1.000000000000000021e-02,2.000000000000000042e-02,2.999999999999999889e-02,4.000000000000000083e-02,5.000000000000000278e-02,5.999999999999999778e-02,7.000000000000000666e-02,8.000000000000000167e-02,8.999999999999999667e-02,1.000000000000000056e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.300000000000000044e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.600000000000000033e-01,1.700000000000000122e-01,1.799999999999999933e-01,1.900000000000000022e-01
3.947841760435743630e+07,7.895683520871487260e+07,1.184352528130722940e+08,1.579136704174297452e+08,1.973920880217871666e+08,2.368705056261445880e+08,2.763489232305020690e+08,3.158273408348594904e+08,3.553057584392169118e+08,3.947841760435743332e+08,4.342625936479317546e+08,4.737410112522891760e+08,5.132194288566466570e+08,5.526978464610041380e+08,5.921762640653614998e+08,6.316546816697189808e+08,6.711330992740764618e+08,7.106115168784338236e+08,7.500899344827911854e+08
4.064737701513837278e+07,8.363267285183860362e+07,1.289558875101006925e+08,1.766170209899246991e+08,2.266160732913105190e+08,2.789530444142581820e+08,3.336279343587678075e+08,3.906407431248392463e+08,4.499914707124725580e+08,5.116801171216677427e+08,5.757066823524247408e+08,6.420711664047436714e+08,7.107735692786245346e+08,7.818138909740672112e+08,8.551921314910715818e+08,9.309082908296380043e+08,1.008962368989766359e+09,1.089354365971456289e+09,1.172084281774708271e+09
4.059965264582819492e+07,8.325087789735719562e+07,1.276673295387259424e+08,1.735626613540734053e+08,2.206505271275384724e+08,2.686445806432601213e+08,3.172584756853773594e+08,3.662058660380289555e+08,4.152004054853540063e+08,4.639557478114913702e+08,5.121855468005800247e+08,5.596034562367589474e+08,6.059231299041670561e+08,6.508582215869432688e+08,6.941223850692263842e+08,7.354292741351556778e+08,7.744925425688699484e+08,8.110258441545079947e+08,8.447428326762086153e+08
4.059969759851464629e+07,8.325159714034046233e+07,1.276709707063287497e+08,1.735741692418057323e+08,2.206786225565725267e+08,2.687028393249050975e+08,3.173664070855545402e+08,3.663899922417465448e+08,4.154953400611818433e+08,4.644052746760361791e+08,5.128436990829600692e+08,5.605355951430790424e+08,6.072070235819935799e+08,6.525851239897786379e+08,6.963981148209846020e+08,7.383752933946367502e+08,7.782470358942348957e+08,8.157447973677538633e+08,8.506011117276433706e+08
4.059923000229351223e+07,8.323663406126417220e+07,1.275573448245931566e+08,1.730953507113643587e+08,2.192173843655282557e+08,2.650668111093659103e+08,3.095075173969527483e+08,3.510677992676223516e+08,3.878842507994308472e+08,4.176456525626202226e+08,4.375368600730825663e+08,4.441826922458239198e+08,4.335918198484280109e+08,4.011006539545202851e+08,3.413172343972322941e+08,2.480651182226640582e+08,1.143272681433503330e+08,-6.781005900827781856e+07,-3.072134238264281154e+08
4.059925539140909910e+07,8.323825896466137469e+07,1.275758534898518771e+08,1.731993445287851691e+08,2.196140892964852750e+08,2.662513656859246492e+08,3.124945214559710622e+08,3.577234035825533271e+08,4.013770677730453610e+08,4.430347681438691616e+08,4.825152270613155365e+08,5.199941851455839276e+08,5.561402314380407333e+08,5.922689137316952944e+08,6.305151290648958683e+08,6.740237943782432079e+08,7.271587973347220421e+08,7.957302273030509949e+08,8.872398865042556524e+08
4.059925682430218905e+07,8.323844237497708201e+07,1.275789872270428389e+08,1.732228210491951704e+08,2.197260340692532957e+08,2.666524840463673770e+08,3.136745705311671495e+08,3.607283981950332522e+08,4.082305510096722841e+08,4.573636990581755638e+08,5.104382597587431073e+08,5.713373352822532654e+08,6.460521479448590279e+08,7.433151953567919731e+08,8.753383471085535288e+08,1.058663104775677919e+09,1.315130247023240328e+09,1.672976081591298103e+09,2.168062525942451000e+09
4.059925657703065872e+07,8.323837907346497476e+07,1.275773648785237372e+08,1.732066158620974422e+08,2.196294436272054017e+08,2.662371628254759312e+08,3.122490993582822084e+08,3.565798702980141044e+08,3.975863223758095503e+08,4.326365458939129710e+08,4.574334109326737523e+08,4.650151027340393066e+08,4.443451631552454829e+08,3.783945750982465744e+08,2.416084568322770298e+08,-3.360036861229972914e+06,-4.097759797802755237e+08,-1.051946448677576065e+09,-2.031489119954713821e+09
4.059925659070996940e+07,8.323838607727392018e+07,1.275776341284678131e+08,1.732102018122749031e+08,2.196561610380191803e+08,2.663750187968491316e+08,3.128011090330528617e+08,3.584158767888771296e+08,4.028859690252993107e+08,4.463158602305632830e+08,4.896885185872415304e+08,5.355973600771194696e+08,5.894074434613237381e+08,6.610235285808209181e+08,7.674872538797149658e+08,9.366752864606428146e+08,1.212424859338054895e+09,1.661472635861189842e+09,2.382657330534244061e+09
4.059925659046743810e+07,8.323838582892079651e+07,1.275776198071753085e+08,1.732099474986774027e+08,2.196537925580754280e+08,2.663603537933157980e+08,3.127325996481587291e+08,3.581554596650485992e+08,4.020403110236989260e+08,4.438905367681839466e+08,4.833978541433914304e+08,5.205803964590038657e+08,5.559722999843623638e+08,5.908699184492466450e+08,6.276308816824111938e+08,6.700081516602364779e+08,7.234811286607888937e+08,7.955188422224137783e+08,8.956754460895200968e+08
