-5.000000000000000000e-01,-3.902317957791039404e-01
-4.899999999999999911e-01,-3.892644353129356416e-01
-4.799999999999999822e-01,-3.863661716442457483e-01
-4.699999999999999734e-01,-3.815484428956439356e-01
-4.599999999999999645e-01,-3.748302624414899809e-01
-4.499999999999999556e-01,-3.662381438707916770e-01
-4.399999999999999467e-01,-3.558059963501820633e-01
-4.299999999999999378e-01,-3.435749907999301467e-01
-4.199999999999999289e-01,-3.295933974111278086e-01
-4.099999999999999201e-01,-3.139163951452981771e-01
-3.999999999999999112e-01,-2.966058539682435158e-01
-3.899999999999999023e-01,-2.777300906775556077e-01
-3.799999999999998934e-01,-2.573635992874268585e-01
-3.699999999999998845e-01,-2.355867570348092466e-01
-3.599999999999998757e-01,-2.124855071671809814e-01
-3.499999999999998668e-01,-1.881510197638124327e-01
-3.399999999999998579e-01,-1.626793319291148787e-01
-3.299999999999998490e-01,-1.361709687780646438e-01
-3.199999999999998401e-01,-1.087305467094997896e-01
-3.099999999999998312e-01,-8.046636053298854285e-02
-2.999999999999998224e-01,-5.148995607869120278e-02
-2.899999999999998135e-01,-2.191568997692892873e-02
-2.799999999999998046e-01,8.139721655191613572e-03
-2.699999999999997957e-01,3.855766383896989946e-02
-2.599999999999997868e-01,6.921809085324247268e-02
-2.499999999999997780e-01,1.000000000000006856e-01
-2.399999999999997691e-01,1.307819091467589123e-01
-2.299999999999997602e-01,1.614423361610314578e-01
-2.199999999999997513e-01,1.918602783448097315e-01
-2.099999999999997424e-01,2.219156899769302582e-01
-1.999999999999997335e-01,2.514899560786925115e-01
-1.899999999999997247e-01,2.804663605329898446e-01
-1.799999999999997158e-01,3.087305467095010636e-01
-1.699999999999997069e-01,3.361709687780658484e-01
-1.599999999999996980e-01,3.626793319291160556e-01
-1.499999999999996891e-01,3.881510197638135540e-01
-1.399999999999996803e-01,4.124855071671820195e-01
-1.299999999999996714e-01,4.355867570348102569e-01
-1.199999999999996625e-01,4.573635992874278133e-01
-1.099999999999996536e-01,4.777300906775565070e-01
-9.999999999999964473e-02,4.966058539682443596e-01
-8.999999999999963585e-02,5.139163951452989654e-01
-7.999999999999962697e-02,5.295933974111284304e-01
-6.999999999999961808e-02,5.435749907999307684e-01
-5.999999999999960920e-02,5.558059963501825740e-01
-4.999999999999960032e-02,5.662381438707921877e-01
-3.999999999999959144e-02,5.748302624414902695e-01
-2.999999999999958256e-02,5.815484428956442242e-01
-1.999999999999957367e-02,5.863661716442459815e-01
-9.999999999999564793e-03,5.892644353129357082e-01
4.440892098500626162e-16,5.902317957791038960e-01
1.000000000000045297e-02,5.892644353129355972e-01
2.000000000000046185e-02,5.863661716442456484e-01
3.000000000000047073e-02,5.815484428956436691e-01
4.000000000000047962e-02,5.748302624414896034e-01
5.000000000000048850e-02,5.662381438707912995e-01
6.000000000000049738e-02,5.558059963501815748e-01
7.000000000000050626e-02,5.435749907999295472e-01
8.000000000000051514e-02,5.295933974111270981e-01
9.000000000000052403e-02,5.139163951452974111e-01
1.000000000000005329e-01,4.966058539682427497e-01
1.100000000000005418e-01,4.777300906775547862e-01
1.200000000000005507e-01,4.573635992874259260e-01
1.300000000000005596e-01,4.355867570348082585e-01
1.400000000000005684e-01,4.124855071671799656e-01
1.500000000000005773e-01,3.881510197638113335e-01
1.600000000000005862e-01,3.626793319291137241e-01
1.700000000000005951e-01,3.361709687780634614e-01
1.800000000000006040e-01,3.087305467094985656e-01
1.900000000000006128e-01,2.804663605329872911e-01
2.000000000000006217e-01,2.514899560786899024e-01
2.100000000000006306e-01,2.219156899769276214e-01
2.200000000000006395e-01,1.918602783448070670e-01
2.300000000000006484e-01,1.614423361610287655e-01
2.400000000000006573e-01,1.307819091467561645e-01
2.500000000000006661e-01,9.999999999999795164e-02
2.600000000000006750e-01,6.921809085323973876e-02
2.700000000000006839e-01,3.855766383896718635e-02
2.800000000000006928e-01,8.139721655188926486e-03
2.900000000000007017e-01,-2.191568997693157592e-02
3.000000000000007105e-01,-5.148995607869380486e-02
3.100000000000007194e-01,-8.046636053299108249e-02
3.200000000000007283e-01,-1.087305467095022599e-01
3.300000000000007372e-01,-1.361709687780670586e-01
3.400000000000007461e-01,-1.626793319291171824e-01
3.500000000000007550e-01,-1.881510197638146253e-01
3.600000000000007638e-01,-2.124855071671830908e-01
3.700000000000007727e-01,-2.355867570348112450e-01
3.800000000000007816e-01,-2.573635992874287459e-01
3.900000000000007905e-01,-2.777300906775573841e-01
4.000000000000007994e-01,-2.966058539682451256e-01
4.100000000000008082e-01,-3.139163951452996759e-01
4.200000000000008171e-01,-3.295933974111290854e-01
4.300000000000008260e-01,-3.435749907999313124e-01
4.400000000000008349e-01,-3.558059963501831180e-01
4.500000000000008438e-01,-3.662381438707925652e-01
4.600000000000008527e-01,-3.748302624414906470e-01
4.700000000000008615e-01,-3.815484428956444352e-01
4.800000000000008704e-01,-3.863661716442461369e-01
4.900000000000008793e-01,-3.892644353129358081e-01
