1.000000000000000021e-02,2.000000000000000042e-02,2.999999999999999889e-02,4.000000000000000083e-02,5.000000000000000278e-02,5.999999999999999778e-02,7.000000000000000666e-02,8.000000000000000167e-02,8.999999999999999667e-02,1.000000000000000056e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.300000000000000044e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.600000000000000033e-01,1.700000000000000122e-01,1.799999999999999933e-01,1.900000000000000022e-01
1.496315130406410396e+08,1.992630260812820792e+08,2.488945391219230890e+08,2.985260521625641584e+08,3.481575652032051682e+08,3.977890782438461781e+08,4.474205912844872475e+08,4.970521043251282573e+08,5.466836173657692671e+08,5.963151304064103365e+08,6.459466434470514059e+08,6.955781564876923561e+08,7.452096695283334255e+08,7.948411825689744949e+08,8.444726956096154451e+08,8.941042086502565145e+08,9.437357216908975840e+08,9.933672347315385342e+08,1.042998747772179604e+09
1.429569024974904358e+08,1.725645839086797237e+08,1.888230442335678041e+08,1.917322834721547365e+08,1.812923016244404614e+08,1.575030986904250681e+08,1.203646746701085269e+08,6.987702956349074841e+07,6.040163370571836829e+06,-7.114592390864847600e+07,-1.616812322741695642e+08,-2.655657617259920239e+08,-3.827995122641158104e+08,-5.133824838885403872e+08,-6.573146765992665291e+08,-8.145960903962935209e+08,-9.852267252796221972e+08,-1.169206581249251127e+09,-1.366535658305181980e+09
1.432122864467044771e+08,1.746076555023919940e+08,1.957184108623467088e+08,2.080768562218528390e+08,2.132152952761945724e+08,2.126660317206561267e+08,2.079613692505217791e+08,2.006336115610755086e+08,1.922150623476016521e+08,1.842380253053842783e+08,1.782348041297079325e+08,1.757377025158563852e+08,1.782790241591140032e+08,1.873910727547655404e+08,2.046061519980936646e+08,2.314565655843845010e+08,2.694746172089205980e+08,3.201926105669873357e+08,3.851428493538686633e+08
1.432013272818365097e+08,1.744323088645044565e+08,1.948307185080410242e+08,2.052713100156522095e+08,2.063658172337125540e+08,1.984629540517654419e+08,1.816484144025228918e+08,1.557448722618654668e+08,1.203119816488426179e+08,7.464637662567223608e+07,1.778167129774158821e+07,-5.151154018639442325e+07,-1.347256836350115538e+08,-2.336162048132162690e+08,-3.502015694429483414e+08,-4.867632632029762268e+08,-6.458457917289025784e+08,-8.302566806131571531e+08,-1.043066475405006289e+09
1.432023210677449107e+08,1.744641100135729313e+08,1.950722084837798178e+08,2.062889467858436704e+08,2.094713981974316239e+08,2.061906332754068971e+08,1.983509741648353636e+08,1.883092489079923630e+08,1.789940457533698082e+08,1.740249674646826088e+08,1.778318856298761368e+08,1.957741949701317549e+08,2.342600676488751173e+08,3.008657075807828307e+08,4.044546047407861352e+08,5.552967894730849266e+08,7.651880868001447916e+08,1.047569370731713176e+09,1.417645818573820114e+09
1.432022384548184276e+08,1.744588227862782776e+08,1.950119836603767872e+08,2.059505642389864922e+08,2.081805712212003171e+08,2.023362445776117742e+08,1.886316459775304496e+08,1.666527659091325402e+08,1.350901494925473332e+08,9.141204098587775230e+07,3.147804698415819556e+07,-5.090668168875568360e+07,-1.644967493953583539e+08,-3.211712964067316055e+08,-5.365582609318496585e+08,-8.307181224539428949e+08,-1.228887126373934269e+09,-1.762279989960926533e+09,-2.468952089609779835e+09
1.432022433956730366e+08,1.744594552156690061e+08,1.950227893094198406e+08,2.060315152009990215e+08,2.085665754879988432e+08,2.037193676551223993e+08,1.927006522097489536e+08,1.770144890467336774e+08,1.587221039497011006e+08,1.408205871360906959e+08,1.277613257532173246e+08,1.261330722326011807e+08,1.455345504098338485e+08,1.996615013172343969e+08,3.076330705565541387e+08,4.955824391590027213e+08,7.985365998398302794e+08,1.262610180554757118e+09,1.947538217265480995e+09
1.432022431641553342e+08,1.744593959471352100e+08,1.950212703217240274e+08,2.060163424563514888e+08,2.084761388825004995e+08,2.033305068049957454e+08,1.913659986831863523e+08,1.731302664169668853e+08,1.487560256775099635e+08,1.176688161285123527e+08,7.813344848968994617e+07,2.658469460017956421e+07,-4.332155815455397964e+07,-1.420098014827880263e+08,-2.857214981181391478e+08,-4.987785540612971783e+08,-8.164747889445978403e+08,-1.288705857126173735e+09,-1.984457406914548635e+09
1.432022431736908555e+08,1.744594008293208778e+08,1.950214580093411803e+08,2.060188421354001164e+08,2.084947629427187145e+08,2.034266028649841845e+08,1.917507912626630664e+08,1.744101020898628831e+08,1.524502810461674333e+08,1.272043349602421820e+08,1.006177031014543176e+08,7.578587731426508725e+07,5.779784531775466353e+07,5.500399920929506421e+07,8.085587915713050961e+07,1.564973104614505172e+08,3.143221406073969603e+08,6.027528916264541149e+08,1.092537212024648428e+09
1.432022431733042598e+08,1.744594004334515035e+08,1.950214351815185249e+08,2.060184367651655972e+08,2.084909876382139623e+08,2.034032271745765507e+08,1.916415888224683106e+08,1.739950029697272480e+08,1.511023209456975758e+08,1.233384231473888606e+08,9.059052348545451462e+07,5.184917033683483303e+07,4.502968103635543026e+06,-5.681929955015775561e+07,-1.420720765432357788e+08,-2.685641885574306846e+08,-4.650433228312048316e+08,-7.775582512546776533e+08,-1.277678935117275000e+09
