1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01
6.090513873123006821e+08,6.048894827088570595e+08,6.008603745485960245e+08,5.969581650296826363e+08,5.931773005023837090e+08,5.895125467272893190e+08,5.859589662377634048e+08,5.825118976007521152e+08,5.791669363927841187e+08,5.759199177279243469e+08,5.727669001919457912e+08,5.697041510524380207e+08,5.667281326281611919e+08,5.638354897130191326e+08,5.610230379606530666e+08,5.582877531451388597e+08,5.556267612216403484e+08,5.530373291183567047e+08,5.505168561977517605e+08,5.480628663309884071e+08
-7.862260456645989418e+07,-7.573036547229057550e+07,-7.295846202707645297e+07,-7.030031192718298733e+07,-6.774978848449419439e+07,-6.530118281937649846e+07,-6.294916969129066169e+07,-6.068877657055144012e+07,-5.851535560286001861e+07,-5.642455815994041413e+07,-5.441231170583231747e+07,-5.247479873990416527e+07,-5.060843760513207316e+07,-4.880986497418976575e+07,-4.707591984690250456e+07,-4.540362891102977097e+07,-4.379019313452026248e+07,-4.223297547160553932e+07,-4.072948957764264941e+07,-3.927738943867731094e+07
2.084092058383901417e+08,2.026445215955307484e+08,1.971216763640360236e+08,1.918308378648317456e+08,1.867627344854814410e+08,1.819086144729981720e+08,1.772602086896324456e+08,1.728096965718453228e+08,1.685496749736948609e+08,1.644731296116785109e+08,1.605734088594303131e+08,1.568441996681748927e+08,1.532795054129920006e+08,1.498736254862231314e+08,1.466211364780929685e+08,1.435168748012008667e+08,1.405559206301774681e+08,1.377335830408086181e+08,1.350453862444534302e+08,1.324870568238386810e+08
6.984697379498565197e+07,7.171647774260719121e+07,7.343168389716002345e+07,7.499906331017254293e+07,7.642479453992521763e+07,7.771478711653521657e+07,7.887470272953204811e+07,7.990997438650499284e+07,8.082582376124598086e+07,8.162727692366664112e+07,8.231917862106068432e+07,8.290620526052817702e+07,8.339287672514522076e+07,8.378356714141198993e+07,8.408251470233501494e+07,8.429383063895821571e+07,8.442150742299872637e+07,8.446942627432994545e+07,8.444136403918129206e+07,8.434099949798412621e+07
1.877018333261689842e+08,1.844556694886231124e+08,1.813982325701983273e+08,1.785226635269038677e+08,1.758222521741026938e+08,1.732904292353695035e+08,1.709207591441539526e+08,1.687069335349140167e+08,1.666427653660871089e+08,1.647221836224158406e+08,1.629392285488133132e+08,1.612880473721861839e+08,1.597628904714541435e+08,1.583581079594776034e+08,1.570681466437440813e+08,1.558875473355197012e+08,1.548109424797455072e+08,1.538330540803130865e+08,1.529486918974778056e+08,1.521527518961016834e+08
9.441181844365605712e+07,9.428770270259723067e+07,9.411717401547387242e+07,9.390381924883994460e+07,9.365127040208679438e+07,9.336320293609848619e+07,9.304333348345562816e+07,9.269541702623389661e+07,9.232324361583557725e+07,9.193063469936645031e+07,9.152143910857209563e+07,9.109952876006993651e+07,9.066879410935285687e+07,9.023313939566481113e+07,8.979647771021275222e+07,8.936272591619592905e+07,8.893579944567459822e+07,8.851960699533450603e+07,8.811804514062322676e+07,8.773499288550904393e+07
1.502812747448138893e+08,1.482509290681223273e+08,1.463095136388582885e+08,1.444528912362498641e+08,1.426769313882092237e+08,1.409775157259742022e+08,1.393505435542714894e+08,1.377919376263077259e+08,1.362976501120874286e+08,1.348636687479791343e+08,1.334860231550686210e+08,1.321607913136119992e+08,1.308841061807734072e+08,1.296521624388019443e+08,1.284612233608281463e+08,1.273076277815418392e+08,1.261877971601095051e+08,1.250982427228287756e+08,1.240355726731519550e+08,1.229964994568584263e+08
1.231067754080061615e+08,1.222334163915849030e+08,1.213790136776631624e+08,1.205445775736872107e+08,1.197311755518617183e+08,1.189399259477382898e+08,1.181719912117978036e+08,1.174285707807308435e+08,1.167108936271631420e+08,1.160202105398360044e+08,1.153577861805541813e+08,1.147248909594006240e+08,1.141227927656297535e+08,1.135527485882038176e+08,1.130159960570115596e+08,1.125137449333505780e+08,1.120471685761629045e+08,1.116173954087743759e+08,1.112255004094153047e+08,1.108724966475770772e+08
1.350360119570081830e+08,1.334922973887339085e+08,1.320022178125402033e+08,1.305637417125979364e+08,1.291748719461830258e+08,1.278336505967270285e+08,1.265381638716389835e+08,1.252865470514320433e+08,1.240769894925994128e+08,1.229077396832511425e+08,1.217771103476456106e+08,1.206834835933372825e+08,1.196253160926118195e+08,1.186011442881559134e+08,1.176095896114335954e+08,1.166493637009920180e+08,1.157192736068300605e+08,1.148182269660422057e+08,1.139452371341339201e+08,1.130994282556982189e+08
1.298547177589331865e+08,1.286737638175199032e+08,1.275294007494217902e+08,1.264212079398527741e+08,1.253488009780561030e+08,1.243118281231807768e+08,1.233099665150509775e+08,1.223429181792674363e+08,1.214104058704876304e+08,1.205121687930545807e+08,1.196479582342437208e+08,1.188175331421569735e+08,1.180206556775830537e+08,1.172570867669050395e+08,1.165265816812755167e+08,1.158288856657577008e+08,1.151637296408645213e+08,1.145308259979168922e+08,1.139298645088104606e+08,1.133605083701230586e+08
